show_id,type,title,director,cast,country,release_year,listed_in
80236993,Movie,The Desert Bride,"Cecilia Atán, Valeria Pivato","Paulina García, Claudio Rissi","Argentina, Chile",2017,"Dramas, International Movies"
80057565,Movie,The Sea of Trees,Gus Van Sant,"Matthew McConaughey, Naomi Watts, Ken Watanabe, Katie Aselton, Jordan Gavaris",United States,2015,Dramas
81016857,TV Show,Transfers,,"Arieh Worthalter, Brune Renault, Toinette Laquiere, Steve Tientcheu, Pili Groyne, Patrick Descamps, Patrick Raynal, Juliette Plumecocq-Mech, Sébastien Chassagne, Alexis Loret, Aissatou Diop","France, Belgium",2017,"Crime TV Shows, International TV Shows, TV Sci-Fi & Fantasy"
81002596,Movie,Yes or No 2,Saratswadee Wongsomphet,"Supanart Jittaleela, Sushar Manaying, Nisa Boonsantear, Apittha Khlaiudom, Apapattra Meesang",Thailand,2012,"International Movies, LGBTQ Movies, Romantic Movies"
81002597,Movie,Yes or No 2.5,Kirati Nakintanon,"Supanart Jittaleela, Pimpakan Bangchawong, Chansakorn Kittiwattanakorn, Sunanta Yoonniyom",Thailand,2015,"International Movies, LGBTQ Movies, Romantic Movies"
80148275,Movie,My Way,Antongiulio Panizzi,"Silvio Berlusconi, Alan Friedman",Italy,2016,"Documentaries, International Movies"
80127886,Movie,U Turn,Pawan Kumar,"Roger Narayan, Shraddha Srinath, Dileep Raj, Krishna Hebbale, Ram Manjjonaath, Chethan Dsouza",India,2016,"International Movies, Thrillers"
80176771,TV Show,Damnation,,"Logan Marshall-Green, Killian Scott, Sarah Jones, Chasten Harmon, Christopher Heyerdahl, Melinda Page Hamilton, Joe Adler",United States,2017,"Crime TV Shows, TV Dramas"
80080491,Movie,Into the Forest,Patricia Rozema,"Ellen Page, Evan Rachel Wood, Max Minghella, Callum Keith Rennie, Michael Eklund, Wendy Crewson",Canada,2015,"Dramas, International Movies, Sci-Fi & Fantasy"
80046777,Movie,Krisha,Trey Edward Shults,"Krisha Fairchild, Alex Dobrenko, Robyn Fairchild, Chris Doubek, Victoria Fairchild, Bryan Casserly, Chase Joliet, Atheena Frizzell, Augustine Frizzell, Bill Wise, Olivia Grace Applegate, Trey Edward Shults",United States,2015,"Dramas, Independent Movies"
60024976,Movie,Jerry Seinfeld: Comedian,Christian Charles,"Jerry Seinfeld, Orny Adams, Colin Quinn, Bill Cosby, Robert Klein, Chris Rock, Garry Shandling, Jay Leno, Kevin Nealon, Ray Romano",United States,2002,Documentaries
80185003,TV Show,P. King Duckling,,"Marc Thompson, Benjie Randall, Courtney Shaw",United States,2016,"Kids' TV, TV Comedies"
80173002,Movie,The Journey Is the Destination,Bronwen Hughes,"Ben Schnetzer, Kelly Macdonald, Sam Hazeldine, Ella Purnell, Maria Bello, Yusra Warsama",United States,2016,Dramas
80009431,Movie,Virunga,Orlando von Einsiedel,,"United Kingdom,",2014,"Documentaries, International Movies"
81092045,Movie,Burning Cane,Phillip Youmans,"Wendell Pierce, Karen Kaia Livers, Dominique McClellan, Braelyn Kelly, Emyri Crutchfield, Cynthia Capers, Erika Woods",United States,2019,Dramas
81153751,TV Show,SCAMS,,"Yosuke Sugino, Tomoya Maeno, Maika Yamamoto, Junki Tozuka, Shodai Fukuyama, Ron Mizuma, Takuya Wakabayashi, Asuka Hanamura, Shuntaro Yanagi, Takashi Yamanaka, Masato Wada, Naomi Nishida, Tetta Sugimoto, Ryohei Otani",Japan,2019,"Crime TV Shows, International TV Shows, TV Dramas"
81034600,Movie,Shadow,Zhang Yimou,"Deng Chao, Sun Li, Ryan Cheng, Wang Qianyuan, Hu Jun, Wang Jingchun, Guan Xiaotong, Leo Wu","China, Hong Kong",2018,"Action & Adventure, Dramas, International Movies"
80183783,Movie,Let It Fall: Los Angeles 1982-1992,John Ridley,,United States,2017,Documentaries
81209203,Movie,Luccas Neto in: Summer Camp,Lucas Margutti,"Luccas Neto, Gi Alparone, Jéssica Diehl, Roni Fischer, Karol Alves, João Pessanha",,2019,"Children & Family Movies, Comedies"
81058497,Movie,Seth Meyers: Lobby Baby,Neal Brennan,Seth Meyers,United States,2019,Stand-Up Comedy
80167628,Movie,The Lovers,Azazel Jacobs,"Aidan Gillen, Melora Walters, Tyler Ross, Jessica Sula, Lesley Fera, Tracy Letts, Debra Winger",United States,2017,"Comedies, Dramas, Independent Movies"
81165326,Movie,Tune in for Love,Jung Ji-woo,"Kim Go-eun, Jung Hae-in, Park Hae-joon, Kim Guk-hee, Jung Eugene, Choi Jun-young, Yoo Yeol, Nam Mun-cheol",South Korea,2019,"Dramas, International Movies, Romantic Movies"
81053961,Movie,Undercover Brother 2,Leslie Small,"Michael Jai White, Vince Swann, Barry Bostwick, Laila Odom, Gary Owen, Affion Crockett, Steven Lee Johnson, Lindsay Lamb, Zac Zedalis, Cj Sykes",United States,2019,Comedies
81142595,TV Show,Voice,,"Andrew Gregson, Khemanit Jamikorn, Nattarat Nopparattayaporn, Pat Chatborirak, Nuttanan Kunnawat, Piyawatt Nivatvongs, Chalad Na Songkhla, Saranyoo Prachakit, Thanongsak Supasap, Supasit Chinvinijkul, Phuksanunt Tanamahataweekit",,2019,"Crime TV Shows, International TV Shows, TV Dramas"
81029848,Movie,Bucket List,Tejas Prabha Vijay Deoskar,"Madhuri Dixit, Sumeet Raghvan, Renuka Shahane, Milind Pathak, Vandana Gupte, Pradeep Velankar, Shubha Khote, Resham Tipnis",India,2018,"Dramas, International Movies"
80225421,Movie,John Leguizamo's Latin History for Morons,,John Leguizamo,United States,2018,Stand-Up Comedy
80204460,Movie,Mubarakan,Anees Bazmee,"Anil Kapoor, Arjun Kapoor, Ileana D'Cruz, Athiya Shetty, Neha Sharma, Vineet Kumar Singh, Pavan Malhotra, Ratna Pathak Shah, Karan Kundra, Anil Mange, Rahul Dev, Sanjay Kapoor",India,2017,"Comedies, Dramas, International Movies"
70209267,Movie,A Holiday Engagement,Jim Fall,"Bonnie Somerville, Shelley Long, Jordan Bridges, Sam McMurray, Haylie Duff, Sam Horrigan, Carrie Wiita, Chris McKenna, Edi Patterson, Jennifer Elise Cox",United States,2011,"Children & Family Movies, Comedies, Romantic Movies"
70306305,Movie,Christmas Crush,Marita Grabiak,"Rachel Boston, Jonathan Bennett, Jon Prescott, Sunny Mabrey, Julia Voth, Elizabeth Lauren Hoffman, Eileen April Boylan, Josh Crotty","Canada, United States",2012,"Comedies, Romantic Movies"
70262831,Movie,Dear Santa,Jason Priestley,"Amy Acker, David Haydn-Jones, Patrick Creery, Gina Holden, James Dugan, Margherita Donato, Brooklynn Proulx, James D. Hopkin, Bob Irvine",Canada,2011,"Comedies, Romantic Movies"
70113005,Movie,District 9,Neill Blomkamp,"Sharlto Copley, Jason Cope, David James, Vanessa Haywood, Mandla Gaduka, Kenneth Nkosi, Eugene Khumbanyiwa, Louis Minnaar, William Allen Young, Nathalie Boltt","South Africa, United States, New Zealand, Canada",2009,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
70052286,Movie,Kicking and Screaming,Noah Baumbach,"Josh Hamilton, Olivia d'Abo, Carlos Jacott, Chris Eigeman, Eric Stoltz, Jason Wiles, Parker Posey, Cara Buono, Elliott Gould, Samuel Gould",United States,1995,"Comedies, Independent Movies, Romantic Movies"
80114460,Movie,Minimalism: A Documentary About the Important Things,Matt D'Avella,"Joshua Fields Millburn, Ryan Nicodemus",United States,2016,Documentaries
81206389,Movie,Oththa Seruppu Size 7,Parthiban,Parthiban,India,2019,"Dramas, International Movies, Thrillers"
80201488,TV Show,The Devil Next Door,,,United States,2019,"Crime TV Shows, Docuseries"
80196135,Movie,Williams,Morgan Matthews,,United Kingdom,2017,"Documentaries, International Movies, Sports Movies"
80117461,Movie,"Dana Carvey: Straight White Male, 60",Marcus Raboy,Dana Carvey,United States,2016,Stand-Up Comedy
80127600,TV Show,Qué pena tu serie,,"Ariel Levy, Andrea Velasco, Lucy Cominetti, Ignacia Allamand, Paz Bascuñán, Claudia Celedón, Nicolás Martínez",United States,2015,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
80117533,Movie,The Ivory Game,"Kief Davidson, Richard Ladkani",,Austria,2016,Documentaries
81193313,TV Show,Chocolate,,"Ha Ji-won, Yoon Kye-sang, Jang Seung-jo, Kang Bu-ja, Lee Jae-ryong, Min Jin-woong, Kim Won-hae, Yoo Teo",South Korea,2019,"International TV Shows, Korean TV Shows, Romantic TV Shows"
81197050,Movie,Guatemala: Heart of the Mayan World,"Luis Ara, Ignacio Jaunsolo",Christian Morales,,2019,"Documentaries, International Movies"
81213894,Movie,The Zoya Factor,Abhishek Sharma,"Sonam Kapoor, Dulquer Salmaan, Sanjay Kapoor, Sikander Kher, Angad Bedi, Koel Purie, Pooja Bhamrah, Manu Rishi Chadha",India,2019,"Comedies, Dramas, International Movies"
80205593,TV Show,1983,,"Robert Więckiewicz, Maciej Musiał, Michalina Olszańska, Andrzej Chyra, Clive Russell, Zofia Wichłacz, Edyta Olszówka, Mateusz Kościukiewicz, Ewa Błaszczyk, Vu Le Hong, Tomasz Włosok, Krzysztof Wach","Poland, United States",2018,"Crime TV Shows, International TV Shows, TV Dramas"
80238204,Movie,A Christmas Prince: The Royal Wedding,John Schultz,"Rose McIver, Ben Lamb, Alice Krige, Simon Dutton, Honor Kneafsey, Sarah Douglas, Theo Devaney, John Guerrasio, Andy Lucas, Raj Bajaj, Richard Ashton, Billy Angel, Tahirah Sharif, Joel McVeagh",United States,2018,"Children & Family Movies, Dramas, Romantic Movies"
80230507,Movie,Angela's Christmas,Damien O’Connor,"Lucy O'Connell, Ruth Negga, Brendan Mullins, Malachy McCourt, Vivian Drew, Anya O'Connor, Janet Moran, Brian Gleeson, Pat Kinevane","Ireland, Canada",2018,Children & Family Movies
81041515,TV Show,Cloudy with a Chance of Meatballs,,"Mark Edwards, Katie Griffin, Seán Cullen, David Berni, Clé Bennett, Patrick McKenna","United States, Canada",2017,"Kids' TV, TV Comedies"
80191074,TV Show,Death by Magic,,Drummond Money-Coutts,United States,2018,Reality TV
80990725,Movie,El club de los insomnes,"Joseduardo Giordano, Sergio Goyri Jr.","Cassandra Ciangherotti, Leonardo Ortizgris, Alejandra Ambrosi, Alexandra De La Mora, Mónica Dionne, Sergio Goyri, Fernando Becerril, Humberto Busto, Marco Méndez, Alejandra Urdiaín, Khristian Clausen, Fernando Luján",Mexico,2018,"Dramas, International Movies"
81016327,Movie,Garuda in My Heart 2,Rudy Soedjarwo,"Emir Mahira, Aldo Tansani, Maudy Koesnaedi, Ramzi, Rio Dewanto, Monica Sayangbati, Rendy Khrisna",Indonesia,2011,"Children & Family Movies, Dramas, Sports Movies"
81004245,Movie,Happy as Lazzaro,Alice Rohrwacher,"Adriano Tardiolo, Agnese Graziani, Alba Rohrwacher, Luca Chikovani, Tommaso Ragno, Sergi López, Natalino Balasso, Carlo Tarmati, Pasqualina Scuncia, Nicoletta Braschi","Italy, Switzerland, France, Germany",2018,"Dramas, Independent Movies, International Movies"
81033200,Movie,Love,"Kabir Bhatia, Titien Wattimena","Acha Septriasa, Darius Sinathrya, Fauzi Baadila, Irwansyah, Laudya Cynthia Bella, Luna Maya, Sophan Sophiaan, Surya Saputra, Widyawati, Wulan Guritno",Indonesia,2008,"Dramas, International Movies, Romantic Movies"
81002951,TV Show,Love and Fortune,,"Eri Tokunaga, Daichi Watanabe, Fuju Kamio, Sairi Ito, Mina Fujii, Mansaku Ikeuchi, Kinuo Yamada, Yuka Ogura, Enon Kawatani, Yui Imaizumi, Noriko Eguchi, Masanobu Ando, Kitaro",Japan,2018,"International TV Shows, Romantic TV Shows, TV Dramas"
81039383,Movie,Manto,Nandita Das,"Nawazuddin Siddiqui, Rasika Dugal, Tahir Raj Bhasin",India,2018,"Dramas, Independent Movies, International Movies"
81018377,Movie,Rajma Chawal,Leena Yadav,"Rishi Kapoor, Anirudh Tanwar, Amyra Dastur, Jitendra Shastri, Aparshakti Khurana, Harish Khanna, Manu Rishi Chadha, Nirmal Rishi, Sheeba Chaddha, Adil Hussain, Rahul Ram, Mukesh Chhabra",India,2018,"Comedies, Dramas, International Movies"
81021528,Movie,The World Is Yours,Romain Gavras,"Isabelle Adjani, Karim Leklou, François Damiens, Vincent Cassel, Oulaya Amamra",France,2018,"Action & Adventure, Comedies, International Movies"
80991809,Movie,Time Share,Sebastián Hofmann,"Luis Gerardo Méndez, Miguel Rodarte, R.J. Mitte, Cassandra Ciangherotti, Montserrat Marañon, Andrés Almeida, Emiliano Rodríguez","Mexico, Netherlands",2018,"Dramas, Independent Movies, International Movies"
80097475,Movie,When Two Worlds Collide,"Heidi Brandenburg, Mathew Orzel",,"Peru, United States, United Kingdom",2016,"Documentaries, International Movies"
70117294,Movie,Takers,John Luessenhop,"Matt Dillon, Paul Walker, Chris Brown, Idris Elba, Jay Hernandez, Hayden Christensen, Michael Ealy, T.I., Marianne Jean-Baptiste, Zoe Saldana, Steve Harris, Johnathon Schaech",United States,2010,Action & Adventure
70117582,Movie,Hoodwinked Too! Hood vs. Evil,Mike Disa,"Hayden Panettiere, Glenn Close, Patrick Warburton, Joan Cusack, David Ogden Stiers, Bill Hader, Amy Poehler, Andy Dick, Martin Short, Brad Garrett, Cheech Marin, Tommy Chong, Heidi Klum, Wayne Newton",United States,2011,"Children & Family Movies, Comedies"
80163294,TV Show,Akulah Balqis,Pali Yahya,"Puteri Balqis, Aeril Zafrel, Nabila Huda, Nazim Othman, Nadia Brian, Bella Dally",,2015,"International TV Shows, TV Dramas"
80119411,TV Show,Alias Grace,,"Sarah Gadon, Edward Holcroft, Paul Gross, Anna Paquin, Rebecca Liddiard, Zachary Levi, Kerr Logan, David Cronenberg",Canada,2017,"Crime TV Shows, International TV Shows, TV Dramas"
81082007,Movie,Atlantics,Mati Diop,"Mama Sane, Amadou Mbow, Ibrahima Traore, Nicole Sougou, Amina Kane, Mariama Gassama, Coumba Dieng, Ibrahima Mbaye, Diankou Sembene","France, Senegal, Belgium",2019,"Dramas, Independent Movies, International Movies"
81172754,Movie,Crazy people,Moses Inwang,"Ramsey Nouah, Chigul, Sola Sobowale, Ireti Doyle, Ben Touitou, Francis Onwochei, Ememobong Nkana, Emem Inwang, Patrick Onyeke",Nigeria,2018,"Comedies, International Movies, Thrillers"
81120982,Movie,I Lost My Body,Jérémy Clapin,"Hakim Faris, Victoire Du Bois, Patrick d'Assumçao, Dev Patel, Alia Shawkat, George Wendt",France,2019,"Dramas, Independent Movies, International Movies"
81227195,Movie,Kalushi: The Story of Solomon Mahlangu,Mandla Dube,"Thabo Rametsi, Thabo Malema, Welile Nzuza, Jafta Mamabolo, Louw Venter, Pearl Thusi",South Africa,2016,"Dramas, International Movies"
81172841,Movie,Lagos Real Fake Life,Mike Ezuruonye,"Nonso Diobi, Mike Ezuruonye, Mercy Aigbe, Rex Nosa, Annie Macaulay Idibia, Ik Ogbonna, Nedu Wazobia, Uzee Usman, Odunlade Adekola, Mr Jollof, Efe Irele, Josh 2 Funny, Haillie Sumney, Emmanuella, MC Lively",,2018,"Comedies, International Movies"
81172899,Movie,Payday,Cheta Chukwu,"Baaj Adebule, Ebiye Victor, Meg Otanwa, Bisola Aiyeola, Mawuli Gavor, Zack Orji, Segilola Ogidan",Nigeria,2018,"Comedies, Independent Movies, International Movies"
81094391,TV Show,Sugar Rush Christmas,,"Hunter March, Candace Nelson, Adriano Zumbo",United States,2019,Reality TV
81172908,Movie,The Accidental Spy,Roger Russell,"Ramsey Nouah, Christine Allado, Ayo Makun, Emmanuel Edunjobi, Thenjiwe Moseley, Miguel A. Núñez Jr., Bucci Franklin",Nigeria,2017,"Action & Adventure, Comedies, International Movies"
81152641,TV Show,The Charming Stepmom,,"Shahkrit Yamnarm, View Wannarot Sontichai, Krittanai Arsalprakit, Ployshompoo Supasap, Boriboon Chanrueng, Shawankorn Wanthanapisitkul, Duangta Toongkamanee, Daraneenuch Pasutanavin, Phuwin Tangsakyuen, Nuntasai Pisolyabut, Pimmara Charoenpakdee, Thanawat Rattanakitpaisan",,2019,"International TV Shows, Romantic TV Shows, TV Comedies"
81172901,Movie,The Island,Toka McBaror,"Sambasa Nzeribe, Segun Arinze, Tokunbo Idowu, Femi Adebayo",Nigeria,2018,"Dramas, International Movies, Thrillers"
80990849,TV Show,The Movies That Made Us,,,United States,2019,Docuseries
81033086,Movie,Holiday Rush,Leslie Small,"Romany Malco, Sonequa Martin-Green, Darlene Love, Deon Cole, La La Anthony, Deysha Nelson, Amarr M. Wooten, Selena-Marie Alphonse, Andrea-Marie Alphonse",United States,2019,"Children & Family Movies, Dramas"
80156799,TV Show,Levius,,"Nobunaga Shimazaki, Junichi Suwabe, Takahiro Sakurai, Ayane Sakura, Hochu Otsuka, Daisuke Ono, Saori Hayami, Mamoru Miyano",Japan,2019,"Anime Series, International TV Shows"
81161538,TV Show,Lugar de Mulher,,,Brazil,2019,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies"
80997965,TV Show,Merry Happy Whatever,,"Dennis Quaid, Bridgit Mendler, Brent Morin, Ashley Tisdale, Siobhan Murphy, Adam Rose, Elizabeth Ho, Hayes MacArthur, Garcelle Beauvais, Tyler Ritter, Mason Davis, Lucas Jaye",United States,2019,TV Comedies
81018979,TV Show,Mythomaniac,,"Marina Hands, Mathieu Demy, Marie Drion, Jérémy Gillet, Zélie Rhixon, Yves Jacques, Jean-Charles Clichet, Julia Faure, Andrea Roncato, Linh Dan Pham",France,2019,"International TV Shows, TV Comedies, TV Dramas"
60020826,Movie,The Score,Frank Oz,"Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett, Gary Farmer, Paul Soles, Jamie Harrold, Serge Houde","Germany, Canada, United States",2001,"Dramas, Thrillers"
80226242,Movie,Brotherhood of Blades II: The Infernal Battlefield,Lu Yang,"Chang Chen, Yang Mi, Zhang Yi, Lei Jiayin, Xin Zhilei, Shih Chieh King",China,2017,"Action & Adventure, International Movies"
81002391,TV Show,Broken,,,United States,2019,Docuseries
70101696,Movie,Defiance,Edward Zwick,"Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos, Allan Corduner, Mark Feuerstein, Tomas Arana, Jodhi May, Kate Fahy, Iddo Goldberg, George MacKay, Iben Hjejle, Martin Hancock, Jacek Koman, Ravil Isyanov",United States,2008,"Action & Adventure, Dramas"
81194544,Movie,Evvarikee Cheppoddu,Basava Shankar Eeday,"Rakesh Varre, Gargeyi, Vamsi raj Nekkanti, D P Ghani, K Prasanna",India,2019,"Comedies, International Movies, Romantic Movies"
80995081,Movie,Little Singham: Mahabali,Prakash Satam,"Saumya Daan, Sonal Kaushal, Anamaya Verma, Ganesh Divekar, Neshma Chemburkar",,2019,"Children & Family Movies, Comedies"
81177504,Movie,The Body Remembers When the World Broke Open,"Elle-Máijá Tailfeathers, Kathleen Hepburn","Violet Nelson, Elle-Máijá Tailfeathers, Charlie Hannah, Barbara Eve Harris, Sonny Surowiec, Jay Cardinal Villeneuve, Tony Massil, Aidan Dee, James Angus Cowan, Anthony Bolognese","Canada, Norway",2019,"Dramas, Independent Movies"
80175798,Movie,The Irishman,Martin Scorsese,"Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel, Ray Romano, Bobby Cannavale, Anna Paquin, Stephen Graham, Stephanie Kurtzuba, Kathrine Narducci, Welker White, Jesse Plemons, Jack Huston, Domenick Lombardozzi, Louis Cancelmi, Paul Herman, Gary Basaraba, Marin Ireland, Sebastian Maniscalco, Steven Van Zandt",United States,2019,Dramas
80216094,TV Show,Bumping Mics with Jeff Ross & Dave Attell,,"Jeff Ross, Dave Attell",United States,2018,"Stand-Up Comedy & Talk Shows, TV Comedies"
80227995,TV Show,Minecraft: Story Mode,,"Patton Oswalt, Catherine Taber, Sean Astin, Melissa Hutchison, Ashley Johnson, Matthew Mercer, Jim Meskimen, Martha Plimpton, Scott Porter, Brian Posehn, Paul Reubens, Billy West, Dave Fennoy","United States, Sweden",2015,Kids' TV
80239961,Movie,Operation Red Sea,Dante Lam,"Zhang Yi, Johnny Huang, Hai Qing, Du Jiang, Zhang Hanyu, Henry Prince Mak, Luxia Jiang, Yin Fang, Wang Yutian, Guo Jiahao","China, Morocco, Hong Kong",2018,"Action & Adventure, International Movies"
80219019,Movie,Poster Boys,Shreyas Talpade,"Sunny Deol, Bobby Deol, Shreyas Talpade, Sonali Kulkarni, Tripti Dimri, Samiksha Bhatnagar, Lovely Singh, Purnima Varma",India,2017,"Comedies, International Movies"
81062293,Movie,Mike Birbiglia: The New One,Seth Barrish,Mike Birbiglia,United States,2019,Stand-Up Comedy
80235524,Movie,Super Monsters Save Christmas,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr, Gigi Saul Guerrero, Brian Drummond",United States,2019,Children & Family Movies
81035121,Movie,True: Winter Wishes,,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath",,2019,Movies
81140259,TV Show,Zona Rosa,,"Manu NNa, Ana Julia Yeyé, Ray Contreras, Pablo Morán",Mexico,2019,"International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows"
80241855,TV Show,Dirty John,,"Connie Britton, Eric Bana, Juno Temple, Julia Garner, Jean Smart, Keiko Agena, Jeff Perry, Kevin Zegers, Jake Abel",United States,2018,"Crime TV Shows, TV Dramas, TV Mysteries"
81215481,Movie,Pranaam,Sanjiv Jaiswal,"Rajeev Khandelwal, Samiksha Singh, S.M. Zaheer, Vikram Gokhale, Meenakshi Sethi, Atul Kulkarni, Abhimanyu Singh, Aniruddha Dave",India,2019,"Action & Adventure, Dramas, International Movies"
81005044,Movie,What the F* Is Going On?,"Marta Jaenes, Rosa Márquez",,,2019,"Documentaries, International Movies"
80147529,Movie,Harold and Lillian: A Hollywood Love Story,Daniel Raim,"Harold Michelson, Lillian Michelson, Mel Brooks, Francis Ford Coppola, Danny DeVito",United States,2015,Documentaries
81018860,Movie,My Little Pony Friendship Is Magic: Best Gift Ever,"Denny Lu, Mike Myhre","Tara Strong, Andrea Libman, Ashleigh Ball, Cathy Weseluck, Tabitha St. Germain, John de Lancie, Sam Vincent, Garry Chalk",United States,2018,Children & Family Movies
80217495,Movie,Perú: Tesoro escondido,Luis Ara,,Uruguay,2017,"Documentaries, International Movies"
80141787,Movie,Beauties of the Night,María Jose Cuevas,"Olga Breeskin, Lyn May, Rossy Mendoza, Wanda Seux, Princesa Yamal",Mexico,2016,"Documentaries, International Movies"
80109415,TV Show,Gilmore Girls: A Year in the Life,,"Lauren Graham, Alexis Bledel, Kelly Bishop, Scott Patterson, Yanic Truesdale, Matt Czuchry, Liza Weil, Milo Ventimiglia, Sean Gunn, Keiko Agena, Rose Abdoo, Melissa McCarthy",United States,2016,"TV Comedies, TV Dramas, Teen TV Shows"
80049871,Movie,Michael Che Matters,Oz Rodriguez,Michael Che,United States,2016,Stand-Up Comedy
81218079,Movie,Awake,"Aleksandr Chernyaev, Fedor Lyass","Jonathan Rhys Meyers, Francesca Eastwood, Malik Yoba, William Forsythe, James Austin Kerr, Jeremy Parr",United States,2019,Thrillers
60028294,Movie,Popeye,Robert Altman,"Robin Williams, Shelley Duvall, Ray Walston, Paul Dooley, Paul L. Smith, Richard Libertini, Donald Moffat, Macintyre Dixon, Roberta Maxwell, Donovan Scott",United States,1980,"Action & Adventure, Children & Family Movies, Comedies"
80125671,Movie,Shot Caller,Ric Roman Waugh,"Nikolaj Coster-Waldau, Omari Hardwick, Lake Bell, Jon Bernthal, Emory Cohen, Jeffrey Donovan, Evan Jones, Benjamin Bratt, Holt McCallany",United States,2017,"Dramas, Thrillers"
80198001,TV Show,Strong Girl Bong-soon,,"Park Bo-young, Park Hyung-sik, Ji Soo, Shim Hye-jin, Yu Jae-myeong, Jeon Seok-ho, Im Won-hee, Kim Won-hae",South Korea,2017,"Crime TV Shows, International TV Shows, Korean TV Shows"
80174220,Movie,Bushwick,"Cary Murnion, Jonathan Milott","Dave Bautista, Brittany Snow, Angelic Zambrana, Jeremie Harris, Myra Lucretia Taylor, Arturo Castro, Christian Navarro",United States,2017,"Action & Adventure, Independent Movies"
80126449,Movie,Cuba and the Cameraman,Jon Alpert,,United States,2017,Documentaries
80103512,Movie,The Girl from the Song,Ibai Abad,"Lewis Rainer, Josephine Berry, Charlotte Atkinson, Charles MacGechan",Spain,2016,"Dramas, Independent Movies, International Movies"
80199051,TV Show,The Many Faces of Ito,,"Fumino Kimura, Nozomi Sasaki, Mirai Shida, Elaiza Ikeda, Kaho, Yuki Yamada, Tomoya Nakamura, Kei Tanaka",Japan,2017,"International TV Shows, Romantic TV Shows, TV Dramas"
80198545,TV Show,Trailer Park Boys: Out of the Park: USA,,"John Paul Tremblay, Robb Wells, Mike Smith, Tom Mayhue, Alex Lifeson, Sebastian Bach, Tommy Chong, Dennis Rodman, Tony Hawk, Verne Troyer, Tom Green, Riley Hawk",Canada,2017,"International TV Shows, TV Comedies"
60020948,Movie,Charlotte's Web,"Charles A. Nichols, Iwao Takamoto","Debbie Reynolds, Charles Nelson Reilly, Paul Lynde, Henry Gibson, Rex Allen, Danny Bonaduce, Pamelyn Ferdin, Don Messick, Agnes Moorehead, Martha Scott, John Stephenson, Herb Vigran, Dave Madden",United States,1973,"Children & Family Movies, Classic Movies"
70235384,Movie,End of Watch,David Ayer,"Jake Gyllenhaal, Michael Peña, Natalie Martinez, Anna Kendrick, David Harbour, Frank Grillo, America Ferrera, Cle Sloan, Jaime FitzSimons, Cody Horn, Shondrella Avery, America Ferrara",United States,2012,Action & Adventure
569355,Movie,Hamburger Hill,John Irvin,"Anthony Barille, Michael Boatman, Don Cheadle, Michael Dolan, Don James, Dylan McDermott, Michael A. Nickles, Harry O'Reilly, Daniel O'Shea, Tim Quill, Tommy Swerdlow, Courtney B. Vance, Steven Weber, Tegan West",United States,1987,"Action & Adventure, Dramas"
81208888,TV Show,Once Upon A Time In Lingjian Mountain,,"Xu Kai, Sandrine Pinna, Ryan Zhu, Gao Yuer, Cristy Guo, He Wenjun, Zheng Yawen, Li Junhao, Roger Kwok, James Wen",China,2019,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy"
60022645,Movie,The Time Machine,Simon Wells,"Guy Pearce, Samantha Mumba, Jeremy Irons, Mark Addy, Sienna Guillory, Phyllida Law, Alan Young, Omero Mumba, Yancey Arias, Orlando Jones","United States, United Arab Emirates",2002,"Action & Adventure, Sci-Fi & Fantasy"
80235857,TV Show,Fugitiva,,"Paz Vega, Julio Bracho, Arantza Ruiz, Luisa Rubino, Lander Otaola, Iván Pellicer, José Manuel Poga, Mercedes Sampietro, Charo López, Roberto Álamo, Raúl Medina, Melina Matthews, Pedro Mari Sánchez, Odiseo Bichir",Spain,2018,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
80225915,TV Show,Bright: The Music Videos,David Ayer,"Bastille, Machine Gun Kelly, Bebe Rexha, X Ambassadors, Logic, Rag’n’Bone Man",,2017,TV Shows
80196379,Movie,Deep,Julio Soto Gurpide,"Justin Felbinger, Stephen Erza  Hughes, Lindsey Alena, Elisabeth Catherine Gray, Dwight Schultz, Anna Vocino","Spain, Belgium, Switzerland, United States, China, United Kingdom",2017,"Children & Family Movies, Comedies"
80198859,Movie,Brother,Julien Abraham,"MHD, Darren Muselet, Aïssa Maïga, Jalil Lespert, Youssouf Gueye, Hiam Abbass, Lisette Malidor",France,2019,"Dramas, Independent Movies, International Movies"
